Note:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"These data are presented in a raw, basic format and once processed, they are used to generate Ofcom’s UK and ISP comparative fixed-line broadband performance analysis. To calculate the figures in the report, additional weighting and distance normalisation are applied to the data, and the complex nature of this means that care should be taken when attempting to replicate the published report. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Distance band,Distance band used for weighting,Urban/rural,Market,ISP,Technology,Headline speed,Download speed (Mbit/s) 24 hrs,Download speed (Mbit/s) Max,Download speed (Mbit/s) 8-10pm weekday,Upload speed (Mbit/s)24-hour,Upload speed (Mbit/s)Max,Upload speed (Mbit/s)8-10pm weekday,DNS resolution (ms)24-hour,DNS failure (%)24-hour,DNS resolution (ms)8-10pm weekday,DNS failure (%)8-10pm weekday,Jitter up (ms)24-hour,Jitter down (ms)24-hour,Jitter up (ms)8-10pm weekday,Jitter down (ms)8-10pm weekday,Latency (ms)24-hour,Packet loss (%)24-hour,Latency (ms)8-10pm weekday,Packet loss (%)8-10pm weekday,Web page (ms)24-hour,Web page (ms)8-10pm weekday,isp weights,nat weights, , , , , , , , 
2532,2563-5000,,Rural,1,Entanet,DSL,8,6.16,18.63,4.89,1.72,12,0.8,,,,,6.49,2.57,,,14.16,0.01,,,,,0,0.14,,,,,,,,
2534,1635-1992,,Rural,1,BT,DSL,8,2.31,2.4,2.23,0.4,0,0.4,19.61,0,19.61,0.01,0.83,0.54,1.07,0.63,18.61,0,19.91,0,1541.53,1638.72,0,0.03,,,,,,,,
2536,946-1143,946-1367,Urban,3,Virgin,Cable,60,62.43,62.67,62.37,3.04,3,3.04,13.45,0,14.31,0.01,1.36,0.24,1.46,0.39,13.7,0,13.93,0,253.15,261.61,1,0.03,,,,,,,,
2541,1992-2563,1992-5000,Urban,3,Virgin,Cable,60,62.45,63,62.79,3.03,3,3.03,12.52,0,11.91,0,2.08,0.14,2.17,0.18,8.41,0,8.54,0,152.25,194.97,1,0.06,,,,,,,,
2542,1143-1367,,Urban,3,BT,FTTx,40,37.17,37.53,37.07,1.87,2,1.88,14.63,0,14.17,0,0.93,0.19,0.43,0.2,13.77,0,13.38,0,227.74,231.15,1,0.06,,,,,,,,
2544,1635-1992,1367-1992,Urban,3,Virgin,Cable,60,62.56,62.67,62.59,2.65,3,2.76,13.98,0,13.58,0.01,1.45,0.22,1.63,0.29,13.63,0,13.81,0,293.66,250.93,1,0.04,,,,,,,,
2549,2563-5000,,Rural,3,Plusnet,DSL,20,7.85,8.63,7.85,0.72,1,0.69,28.39,0,28.71,0.02,2.22,0.49,0.86,0.99,29.57,0,31.65,0,660.74,641.39,1.23,0,,,,,,,,
2552,0-385,,Rural,1,BT,DSL,8,5.78,6.16,5.33,0.43,1,0.41,25.66,0,25.93,0,1.4,0.39,1.21,0.47,24.27,0,24.45,0,990.8,1053.18,0,0.01,,,,,,,,
2557,763-946,,Urban,3,BT,FTTx,80,56.17,57.05,55.37,16.83,18,16.82,16.85,0,16.93,0,0.26,0.23,0.26,0.27,14.97,0,15.08,0,255.3,258.7,1,0,,,,,,,,
2560,946-1143,,Urban,3,BT,DSL,20,9,9.71,8.76,1.28,1,1.29,27.57,0,30.99,0,0.66,0.77,0.62,1.18,30.4,0,42.79,0,580.18,618.31,1.07,0.11,,,,,,,,
2561,1143-1367,,Urban,2,AAisp,DSL,20,8.95,11.29,9.17,0.7,1,0.7,41.72,0,40.69,0.01,0.64,0.49,0.63,0.48,27.44,0,28.66,0.01,657.85,641.17,,0.1,,,,,,,,
2562,1992-2563,,Urban,3,Virgin,Cable,50,42.76,54.53,40.32,2.97,3,2.95,24.88,0,32.41,0,,,,,37.58,0,44.17,0,311.76,401.27,1,0.07,,,,,,,,
2563,1992-2563,,,3,BT,FTTx,40,36.92,37.8,36.91,9.76,10,9.78,24.82,0,24.92,0,0.29,0.22,0.3,0.24,22.91,0,22.85,0,346.82,357.79,1,0,,,,,,,,
2571,946-1143,946-1367,Urban,3,Virgin,Cable,60,60.32,63.02,60.01,2.86,3,2.84,63.19,0,58.93,0,21.89,0.37,22.74,0.56,21.27,0,,,536.66,581.97,1,0.03,,,,,,,,
2576,2563-5000,,Rural,2,Plusnet,DSL,8,1.21,1.46,1.21,0.38,0,0.37,37.13,0.01,37.08,0.03,1.84,0.95,1.86,1.06,35.28,0,35.1,0,3246.46,3231.26,,0,,,,,,,,
2579,385-582,,Urban,3,Miscellaneous,FTTx,40,32.01,37.37,30.9,1.9,2,1.91,34.11,0,33.71,0,0.44,0.35,0.43,0.36,29.15,0,29.13,0,605.63,549.18,,0,,,,,,,,
2582,1635-1992,,Urban,3,BT,FTTx,80,64.33,64.74,64.34,18.81,20,18.77,13.58,0,13.6,0,0.24,0.25,0.24,0.32,12.48,0,12.53,0,191.95,192.47,1,0,,,,,,,,
2585,2563-5000,,Rural,2,BT,FTTx,40,25.77,28.67,25.8,3.68,4,3.68,26.71,0,27.17,0,0.47,0.5,0.46,0.82,25.52,0,25.8,0,394.29,408.8,1,0.13,,,,,,,,
2586,2563-5000,1992-5000,Urban,3,Plusnet,FTTx,80,72.1,73.69,71.42,18.72,19,18.75,12.26,0.01,12.75,0.09,0.31,0.31,0.33,0.43,11.26,0,11.43,0,198.39,220.2,1,0,,,,,,,,
2589,582-763,,Rural,1,BT,DSL,20,15.03,16.27,14.93,1.18,1,1.17,38.85,0,39.4,0,0.53,0.35,0.52,0.37,38.57,0,38.84,0,575.15,564.93,0,0.02,,,,,,,,
2591,1992-2563,,Urban,3,Plusnet,FTTx,40,36.3,36.72,36.29,9.53,10,9.58,10.59,0,10.88,0.01,0.78,0.71,,,10.17,0,10.31,0,198.54,186.27,1,0,,,,,,,,
2595,0-385,,Urban,3,Sky,LLU,20,18.04,18.82,17.63,1.25,1,1.25,27.86,0,27.46,0,0.79,0.41,0.64,0.44,27.35,0,27.56,0,611.8,683.78,0.7,0.11,,,,,,,,
2597,763-946,,Urban,3,BT,FTTx,40,36.16,37.82,36.26,9.71,10,9.71,18.84,0,18.96,0,0.27,0.21,0.27,0.22,17.49,0,17.41,0,293.83,280.14,1,0.06,,,,,,,,
2602,2563-5000,,Rural,1,BT,DSL,8,4.97,5.33,4.91,0.41,0,0.41,33.97,0,34.31,0,0.92,0.51,1.4,0.81,32.48,0,32.96,0,882.57,908,0,0.12,,,,,,,,
2603,385-582,,Urban,1,Plusnet,DSL,20,12.04,18.37,12.02,1.01,1,1.01,15.87,0.01,16.75,0.06,0.57,0.48,0.65,0.69,14.55,0,14.95,0,450.42,438.27,0,0.04,,,,,,,,
2611,1367-1635,,Urban,3,Sky,LLU,20,9.94,10.59,10.01,0.86,1,0.87,23.37,0,22.42,0,0.89,0.3,0.85,0.33,20.75,0,20.45,0,847.13,734.23,1.09,0.22,,,,,,,,
2617,2563-5000,,Urban,3,BT,FTTx,80,43,43.34,42.98,7.86,8,7.72,14.61,0,13.58,0,1.82,0.26,0.73,0.31,12.06,0,11.29,0,212.64,216.97,1,0,,,,,,,,
2620,1992-2563,,Urban,3,Sky,FTTx,40,37.63,37.96,37.61,10.03,11,10.14,11.42,0,11.04,0,0.23,0.28,0.22,0.32,9.94,0,10.03,0,206.3,179.74,1,0.07,,,,,,,,
2623,0-385,,Rural,0,TalkTalk,FTTx,40,19.94,25.81,20.07,1.89,2,1.88,32.07,0,32.11,0,0.42,0.36,0.45,0.38,22.33,0,22.43,0,366.69,389.63,1,0,,,,,,,,
2625,1992-2563,,Urban,3,Virgin,Cable,30,23.72,28.14,24.23,3.02,3,3.02,11.68,0,11.62,0,1.49,0.45,1.68,0.76,9.5,0,9.82,0,2128.03,1721.37,1,0.18,,,,,,,,
2626,946-1143,,Urban,2,Miscellaneous,DSL,20,7.57,8.18,7.51,0.83,1,0.82,18.01,0,16.96,0,,,,,14.69,0,18.08,0,548.58,555.97,,0.08,,,,,,,,
2636,2563-5000,,Urban,3,BT,FTTx,80,68.2,69.17,67.8,18.77,19,18.77,8.2,0,8.32,0,0.28,0.31,0.3,0.34,6.83,0,6.83,0,139.95,190.12,1,0.33,,,,,,,,
2638,2563-5000,,Rural,3,Miscellaneous,FTTx,40,22.17,23.11,22.17,9.83,10,9.85,25.36,0,25.42,0,0.42,0.38,0.42,0.42,24.37,0,24.5,0,550.81,662.55,,0,,,,,,,,
2639,763-946,0-1321,Urban,1,TalkTalk,DSL,20,6.89,6.89,6.88,0.86,1,0.86,32.69,0,31.62,0,0.84,0.55,0.86,0.66,21.91,0,22.15,0,629.34,663.67,0,0.07,,,,,,,,
2646,0-385,,Urban,3,Sky,LLU,20,14.04,14.54,13.82,0.72,1,0.74,28.29,0,27.09,0,0.87,0.55,0.89,0.55,24.93,0.02,24.71,0.02,638.27,951.88,0.7,0.11,,,,,,,,
2647,2563-5000,,Urban,3,BT,DSL,20,3.26,3.4,3.23,0.49,1,0.47,40.94,0,41.05,0,1.51,1.24,1.62,1.43,39.92,0,40.13,0,1234.6,1249.93,1.07,0.22,,,,,,,,
2651,1635-1992,1321-2104,Urban,3,TalkTalk,LLU,20,3.42,3.44,3.44,0.82,1,0.81,42.31,0.01,41.76,0.02,0.83,0.52,0.74,0.59,31.66,0,31.7,0,1125.8,1109.98,1.55,0.25,,,,,,,,
2654,1635-1992,,Urban,3,Virgin,Cable,20,20.37,20.41,20.39,1.17,1,1.17,8.92,0,8.7,0,1.4,0.3,1.56,0.4,7.43,0,7.98,0,218.7,219.68,1,0.23,,,,,,,,
2661,1635-1992,,Urban,3,Virgin,Cable,50,52.28,54.48,47.96,3.13,3,3.11,12.73,0,13.16,0,2.06,0.3,2.6,0.7,13.85,0,14.33,0,284.21,392.64,1,0.07,,,,,,,,
2665,1635-1992,,Urban,3,BT,FTTx,40,37.44,38.54,37.54,6.4,7,6.4,8.55,0,8.09,0,1.06,0.29,0.54,0.29,7.06,0,6.64,0,157.45,159.71,1,0.12,,,,,,,,
2671,946-1143,,Urban,3,BT,FTTx,80,67.39,67.95,67.3,18.85,20,18.98,19.56,0,19.57,0,0.32,0.33,0.32,0.34,18.47,0,18.23,0,291.71,327.77,1,0,,,,,,,,
2672,1143-1367,,Urban,3,BT,FTTx,40,35.4,37.88,34.82,9.48,10,9.5,16.77,0,16.85,0,0.4,0.41,0.37,0.56,15.47,0,15.74,0,248.38,240.68,1,0.06,,,,,,,,
2675,385-582,,Urban,4,Karoo,LLU,20,19.64,19.96,19.59,1.06,1,1.06,13.38,0,13.67,0,,,,,12.72,0,12.83,0,291.51,279.29,0.94,0,,,,,,,,
2693,2563-5000,,Rural,2,BT,DSL,8,4.67,5.62,4.49,0.41,1,0.39,38.87,0,40.99,0,1.02,0.53,1.75,0.98,35.99,0,39.89,0,1008.63,1304.73,,0.06,,,,,,,,
2696,0-385,0-1321,Urban,2,TalkTalk,LLU,20,6.85,6.98,6.8,0.85,1,0.85,36.91,0,37.78,0,0.85,0.59,0.9,0.88,26.37,0,26.56,0,1434.05,1490.05,0.49,0.05,,,,,,,,
2698,763-946,,Urban,3,AOL,DSL,20,13.62,13.81,13.61,0.88,1,0.88,21.59,0,21.09,0,1.12,0.38,1.19,0.44,18.31,0,18.4,0,488.73,436.96,,0.44,,,,,,,,
2700,2563-5000,,Rural,3,Sky,LLU,20,5.47,7.88,5.45,0.8,1,0.79,26.97,0.02,26.94,0.01,2.54,1.01,3.47,1.08,22.94,0.03,22.27,0.01,1399.88,1500.02,2.18,0.27,,,,,,,,
2702,1367-1635,,Rural,1,AAisp,DSL,20,6.62,6.86,6.49,0.41,0,0.41,28.25,0,27.92,0,0.71,0.53,0.72,0.81,12.95,0,13.27,0,645.08,691.74,0,0.06,,,,,,,,
2703,946-1143,,Urban,2,Sky,FTTx,40,37.45,37.86,37.61,10.07,11,10.09,11.54,0,11.25,0,0.28,0.35,0.29,0.35,7.96,0,8.03,0,255.76,706.58,1,0,,,,,,,,
2713,2563-5000,,Rural,2,BT,DSL,20,6.52,6.74,6.51,1.11,1,1.11,19.37,0,19.47,0,0.42,0.3,0.42,0.32,17.9,0,17.71,0,617.8,629.45,1.07,0.1,,,,,,,,
2715,763-946,,Urban,2,BT,FTTx,80,71.78,73.9,71.77,18.71,19,18.8,8.59,0,8.68,0,0.33,0.34,0.32,0.36,7.33,0,7.48,0,138.93,176.57,1,0,,,,,,,,
2720,1143-1367,946-1367,Urban,3,Plusnet,FTTx,80,69.88,72.17,67.28,19,21,18.83,15.38,0,16.06,0.02,0.31,0.38,0.38,0.55,13.84,0,14.12,0,220.26,228.63,1,0,,,,,,,,
2725,1635-1992,,Urban,3,BT,FTTx,80,55.45,57.09,55.26,13.31,14,13.34,15.44,0,15.53,0,0.35,0.27,0.41,0.38,13.81,0,13.59,0,216.43,203.4,1,0,,,,,,,,
2733,2563-5000,,Urban,2,TalkTalk,FTTx,40,24.21,34.17,24.6,1.92,2,1.93,,,,,0.84,0.94,0.85,0.96,17.98,0,18.18,0,,,1,0,,,,,,,,
2734,385-582,0-1321,Urban,3,TalkTalk,LLU,20,11.44,12.89,11.41,0.78,1,0.78,31.22,0,30.88,0,1.13,0.55,1.12,0.58,20.61,0,20.99,0,465.24,483.34,0.49,0.07,,,,,,,,
2741,2563-5000,,Urban,2,Plusnet,DSL,20,2.52,2.76,2.47,0.44,1,0.45,32.59,0.01,33.15,0.04,0.71,0.53,0.84,0.74,31.21,0,31.9,0,2128.12,2242.06,1.23,0.18,,,,,,,,
2743,2563-5000,,Urban,3,Plusnet,FTTx,40,33.5,36.77,29.99,9.61,10,9.64,14.86,0.01,15.18,0.07,0.35,0.3,0.54,0.44,13.78,0,13.86,0,245.64,309.54,1,0,,,,,,,,
2754,1367-1635,1367-1992,Urban,3,Orange,DSL,20,10.07,10.86,9.64,0.75,1,0.76,26.59,0,30.51,0.02,0.89,0.87,1.05,2.07,15.95,0,19.77,0.02,661.34,1200.3,1.63,0.08,,,,,,,,
2762,763-946,582-946,Urban,3,TalkTalk,FTTx,80,57.91,59.57,56.5,17.36,18,17.25,11.16,0,11.28,0,0.39,0.46,0.39,0.5,13.54,0,13.75,0,222.7,232.13,1,0,,,,,,,,
2765,0-385,,Urban,3,BT,DSL,20,16.95,17.32,16.8,0.95,1,0.95,19.1,0,19.16,0,0.5,0.34,0.5,0.33,18.02,0,18.02,0,360.92,351.59,0.79,0.06,,,,,,,,
2767,1635-1992,1321-2104,Rural,1,TalkTalk,DSL,20,6.55,6.96,6.58,0.85,1,0.85,39.24,0,38.55,0,0.8,0.56,0.81,0.59,30.19,0,30.08,0,758.81,757.31,0,0.09,,,,,,,,
2769,763-946,0-1321,Rural,2,TalkTalk,LLU,20,11.62,15.8,11.17,0.66,1,0.66,25.07,0,25.89,0,1.17,0.51,1.16,0.58,28.65,0,29.48,0,922.74,895.51,1.55,0.06,,,,,,,,
2775,2563-5000,,Urban,3,BT,DSL,8,5.51,6.13,5.17,0.35,0,0.34,19.4,0,24.66,0,1.26,0.4,2.01,0.51,16.31,0,18.01,0,1105.24,1135.5,,0.14,,,,,,,,
2785,582-763,,Urban,3,Sky,LLU,20,16.89,17.99,16.02,1.02,1,1.01,25.52,0,24.83,0,0.84,0.53,0.69,0.74,21.5,0,21.7,0,559.54,826.56,0.87,0.11,,,,,,,,
2788,0-385,,,0,Virgin,DSL,8,3.8,5.79,2.32,0.37,0,0.37,34.47,0,38.31,0,0.87,1.3,0.66,4.54,34.92,0,39.93,0,1100.21,1798.89,,0,,,,,,,,
2789,2563-5000,,Urban,3,O2,LLU,20,2.01,2.63,1.86,0.44,1,0.44,59.44,0,58.82,0,1.9,1.17,1.35,0.71,43.31,0,45.1,0.01,3260.22,3636.79,1.1,0.38,,,,,,,,
2802,2563-5000,,Urban,3,Orange,DSL,8,3.75,3.8,3.72,0.83,1,0.83,26.54,0,29.55,0.01,0.77,1.28,0.65,4.13,17.11,0,20.66,0.02,1212.35,2044.5,,0,,,,,,,,
2813,582-763,,Urban,3,Be,DSL,8,6.53,7.81,6.53,0.92,1,0.93,26.43,0,25.01,0,0.62,0.45,0.6,0.46,16.28,0,16.19,0,2251.58,2441.89,,0.04,,,,,,,,
2819,385-582,0-1321,Urban,2,TalkTalk,LLU,20,14.63,16.3,14.37,0.79,1,0.78,25.65,0,26.44,0,0.8,0.76,0.74,0.99,24.15,0,24.81,0,548.86,682.5,0.49,0.05,,,,,,,,
2822,0-385,,,0,TalkTalk,FTTx,40,31.97,34.26,32.17,18.2,19,18.21,13.58,0,13.85,0,,,,,14.55,0,14.88,0,347.48,380.41,1,0,,,,,,,,
2827,946-1143,,Rural,1,BT,DSL,8,6.07,6.59,5.73,0.38,0,0.38,49.24,0,48.97,0,0.88,0.49,,,48.08,0,49.95,0,1219.19,1843.11,0,0.02,,,,,,,,
2831,1635-1992,,Urban,3,Sky,LLU,20,0.32,0.53,0.3,0.76,1,0.74,44.85,0,44.56,0,0.67,1.96,,,39.17,0.02,39.85,0.02,10824.97,11079.23,1.09,0.36,,,,,,,,
2839,1992-2563,,Rural,1,BT,DSL,8,5.7,6.74,4.84,0.34,0,0.34,37.8,0,40.39,0,1.12,0.62,1.83,0.8,36.98,0,38.67,0,1460.61,1668.83,0,0.05,,,,,,,,
2849,763-946,,Urban,3,Sky,LLU,20,15.35,17.03,15.28,1.07,1,1.06,11.4,0,10.87,0,,,,,16.08,0,15.61,0,1015.77,938.18,0.87,0.19,,,,,,,,
2869,1992-2563,,Rural,1,BT,DSL,20,6.33,6.93,6.36,0.82,1,0.82,27.84,0.01,28.15,0,0.65,0.4,0.78,0.41,26.63,0.01,26.96,0.02,740.1,714.59,0,0.07,,,,,,,,
2871,385-582,,Urban,3,BT,FTTx,40,35.75,37.37,33.21,9.32,9,9.35,20.96,0,21.1,0,0.43,0.36,0.55,0.38,19.99,0,19.69,0,401.68,359.3,1,0.04,,,,,,,,
2885,763-946,,Urban,3,TalkTalk,DSL,8,3.4,3.44,3.4,0.85,1,0.85,29.84,0,30.66,0,1.04,0.64,1.08,0.68,33.71,0,34.07,0,1206.34,1246.24,,0,,,,,,,,
2893,1635-1992,,Urban,3,Sky,LLU,20,3.08,4.32,3,0.56,1,0.54,58.05,0,58.91,0,1.84,0.59,2.06,0.5,50.79,0.01,53.75,0.01,2203.34,2223.34,1.09,0.36,,,,,,,,
2908,0-385,,Urban,2,Plusnet,DSL,20,11.33,12.98,11.22,0.42,1,0.4,25.72,0.01,26.92,0.04,0.96,0.38,1.28,0.56,24.81,0,25.6,0,800.8,864.68,0.57,0.05,,,,,,,,
2909,582-763,,Urban,3,Sky,LLU,20,12.52,13.03,12.63,0.79,1,0.79,27.48,0,27.39,0,0.9,0.49,0.75,0.5,29.49,0,29.45,0,666.75,563.73,0.87,0.11,,,,,,,,
2913,1992-2563,1992-5000,Urban,3,Orange,DSL,20,1.62,1.87,1.62,0.68,1,0.68,,,,,0.75,0.91,0.62,1.86,26.82,0,27.35,0,,,1.63,0.13,,,,,,,,
2919,1635-1992,,Urban,3,Plusnet,DSL,20,4.51,4.51,4.51,0.89,1,0.89,12.93,0.01,13.97,0.07,0.55,0.53,0.61,0.67,12.06,0,12.27,0,839.08,862.08,1.23,0.28,,,,,,,,
2934,1143-1367,0-1321,Urban,2,TalkTalk,LLU,20,9.44,12.5,9.2,0.86,1,0.87,,,,,,,,,44.23,0,44.77,0.01,,,1.55,0.08,,,,,,,,
2937,1635-1992,,Rural,1,BT,DSL,8,5.56,6.28,5.49,0.37,0,0.37,39.28,0,39.31,0,1.28,0.64,1.64,0.92,38.04,0,37.97,0,922.17,925.01,0,0.03,,,,,,,,
2939,1992-2563,,Rural,1,BT,DSL,20,4.06,4.73,4.18,0.83,1,0.85,29.94,0,29.96,0,0.73,0.53,0.83,0.51,28.05,0,27.71,0,1125.64,977.6,0,0.08,,,,,,,,
2941,1367-1635,,Urban,2,BT,DSL,8,1.21,1.51,1.19,0.37,0,0.37,27,0,26.89,0,0.82,0.68,0.77,0.59,25.95,0,26.07,0,2951.88,3063.69,,0.05,,,,,,,,
2948,385-582,,Rural,1,BT,DSL,8,5.31,6.7,4.26,0.38,0,0.38,49.17,0,49.42,0,0.9,0.52,1.17,0.62,47.61,0,47.61,0,1391.81,1429.61,0,0.01,,,,,,,,
2954,1143-1367,,Urban,2,BT,DSL,8,4.54,5.3,4.35,0.37,0,0.36,54.43,0,54.96,0,1.67,0.57,3.92,0.83,54.79,0,56.19,0,1250.78,1528.44,,0.05,,,,,,,,
2960,385-582,,Urban,2,Plusnet,DSL,8,1.65,1.93,1.52,0.33,0,0.3,30.02,0.01,41.04,0.04,1.45,0.6,1.05,1.42,19.84,0,,,2661.74,4183.76,,0,,,,,,,,
2963,385-582,,Urban,3,BT,DSL,20,14.01,16.18,14.34,0.72,1,0.74,32.71,0,32.83,0,0.7,0.5,0.75,0.53,31.7,0,31.92,0,594.45,591.57,0.79,0.06,,,,,,,,
2964,1992-2563,,Urban,3,Sky,LLU,20,0.41,0.87,0.39,0.7,1,0.67,45.29,0,44.63,0,,,,,43.65,0.01,44.59,0,8804.88,8812.06,2.18,0.36,,,,,,,,
2968,1367-1635,,Urban,3,BT,DSL,20,10.66,11.09,10.69,0.66,1,0.66,28.77,0,28.72,0,0.71,0.43,1.08,0.51,27.81,0,27.83,0,575.65,574.54,0.88,0.13,,,,,,,,
2971,763-946,,Urban,3,O2,LLU,20,14.63,16.41,13.79,1.17,1,1.17,31.19,0,31.84,0,0.5,0.47,0.42,0.64,20.45,0,20.65,0,545.84,873.34,2.2,0.19,,,,,,,,
2977,385-582,0-582,Urban,2,Orange,DSL,20,16.24,17.32,16.15,1.08,1,1.09,29.19,0,29.68,0,0.61,0.5,0.54,0.53,19.46,0,19.53,0,465.29,437.46,0.65,0.02,,,,,,,,
2983,2563-5000,,Urban,2,TalkTalk,FTTx,40,31.79,35.51,31.56,1.86,2,1.85,27.2,0,27.52,0,,,,,17.42,0,17.44,0,418.31,423.92,1,0,,,,,,,,
2984,385-582,0-1321,Rural,2,TalkTalk,LLU,20,15.12,15.84,15.01,0.73,1,0.72,33.57,0,33.92,0,0.71,0.45,0.65,0.5,24.15,0,24.31,0,606.39,755.27,0.49,0.03,,,,,,,,
2987,582-763,,Urban,3,Eclipse,DSL,20,6.92,6.94,6.91,0.79,1,0.79,42.68,0,42.41,0.01,,,,,,,,,900.72,1087.39,,0.08,,,,,,,,
2988,763-946,,Urban,3,BT,DSL,20,7.01,7.66,6.99,0.91,1,0.92,17.82,0,17.83,0,0.55,0.39,0.46,0.4,16.98,0,17.11,0.01,603.23,638.3,1.36,0.11,,,,,,,,
2989,385-582,0-1321,Urban,3,TalkTalk,LLU,20,9.4,9.47,9.46,0.74,1,0.74,27.33,0,28.07,0,0.93,0.47,1.06,0.51,31.66,0,31.83,0,675.2,670.07,0.49,0.07,,,,,,,,
2990,1143-1367,,Urban,3,Sky,LLU,20,16.05,16.23,16.04,1.09,1,1.09,11.03,0,10.72,0,,,,,12.08,0,12.16,0,1076.95,1061.09,0.95,0.22,,,,,,,,
2995,385-582,,Urban,2,BT,DSL,8,5.97,6.64,6.02,0.37,0,0.37,36.21,0,36.12,0,1.35,0.61,2.06,0.6,35.92,0,35.33,0,877.4,954.28,,0.02,,,,,,,,
3000,946-1143,,Urban,3,Be,LLU,20,10.82,11.88,10.59,1.09,1,1.08,25.33,0,28.71,0,3.06,1.06,5.21,1.35,15.67,0,19.78,0,1349.16,1338.15,0.73,0.19,,,,,,,,
3005,385-582,,Urban,3,Sky,LLU,20,3.05,3.4,3.06,0.78,1,0.78,19.97,0,18.01,0,,,,,21.34,0,20.92,0,1824.45,1973.06,0.7,0.11,,,,,,,,
3006,582-763,,Urban,3,Sky,LLU,20,12.12,14.1,11.98,0.94,1,0.94,16.78,0,16.53,0,,,,,14.59,0,14.86,0,1622.07,1745.12,0.87,0.11,,,,,,,,
3011,385-582,0-1321,Urban,3,TalkTalk,LLU,20,9.66,9.93,9.63,0.59,1,0.58,33.03,0,32.77,0,0.75,0.45,0.74,0.51,29.02,0,29.13,0,955.08,1061.47,0.49,0.07,,,,,,,,
3013,1367-1635,,Rural,2,BT,DSL,20,5.37,5.81,5.29,0.9,1,0.88,24.29,0,25.72,0,0.9,0.93,0.82,1.2,23.84,0,23.58,0,861.47,869.26,0.88,0.06,,,,,,,,
3014,2563-5000,,Rural,1,BT,DSL,8,3.73,3.78,3.72,0.35,0,0.35,32.55,0,32.5,0,0.92,0.42,1.07,0.46,31.52,0,31.54,0,1995.08,2038.34,0,0.12,,,,,,,,
3023,946-1143,,,3,Sky,LLU,20,5.08,7.18,5.05,0.57,1,0.56,50.06,0.01,48.87,0,,,,,41.25,0.02,40.72,0.02,1933.2,1843.94,0.95,0,,,,,,,,
3039,582-763,,Urban,3,Plusnet,DSL,20,11.1,11.39,10.94,0.99,1,0.99,28.81,0.01,29.33,0.04,0.82,0.59,1.02,0.79,27.95,0,28.41,0,593.04,564.31,0.99,0,,,,,,,,
3040,385-582,,Urban,3,Tiscali,DSL,20,2.23,2.34,2.19,0.83,1,0.82,37.93,0,40.5,0,1.25,0.64,1.08,0.6,31.2,0,31.5,0,3017.94,3152.64,0.57,0,,,,,,,,
3041,385-582,,Urban,3,Sky,LLU,20,17.83,18.56,17.82,0.98,1,0.98,18.84,0,18.71,0,0.66,0.29,0.83,0.29,17.22,0,17.26,0,528.43,512.01,0.7,0.11,,,,,,,,
3042,2563-5000,,Rural,1,Virgin,DSL,8,6.3,6.99,5.87,0.9,1,0.88,38.53,0,66.43,0.02,0.71,0.64,1.27,2.17,31,0,55.29,0,906.2,1362.65,0,0.09,,,,,,,,
3063,763-946,0-1321,Urban,3,TalkTalk,LLU,20,11.72,12.18,11.49,0.56,1,0.54,32.55,0,31.94,0,0.79,0.5,0.82,0.5,22.79,0,23.21,0,1335.9,1140.09,1.55,0.13,,,,,,,,
3097,2563-5000,2104-5000,Urban,3,TalkTalk,LLU,20,2.81,2.92,2.78,0.64,1,0.63,34.74,0,35.43,0,0.72,0.62,0.79,0.93,37.81,0,38.59,0,1769.36,1830.39,1,0.62,,,,,,,,
3099,1143-1367,,Urban,3,TalkTalk,FTTx,40,30.13,31.02,29.61,1.84,2,1.82,,,,,,,,,17.17,0,17.07,0,,,1,0,,,,,,,,
3101,1367-1635,,Urban,3,Sky,LLU,20,8.48,9.79,8.37,1.11,1,1.11,9.46,0,9.71,0,0.69,0.39,0.65,0.45,6.93,0,6.9,0,1909.52,1964.48,1.09,0.22,,,,,,,,
3113,1992-2563,,Urban,1,Virgin,DSL,8,2.45,4.33,2.5,0.61,1,0.61,43.63,0,46.02,0,0.75,0.77,0.85,1.91,41.27,0,43.72,0,2538.24,2249.29,0,0.13,,,,,,,,
3126,1143-1367,,Urban,2,Tiscali,DSL,20,2.97,5.53,3.03,0.68,1,0.65,36.78,0,38.81,0,1.07,0.7,1.2,0.73,31.13,0.01,31.51,0.01,1715.09,1673.9,1.64,0.08,,,,,,,,
3127,1367-1635,1321-2104,Urban,3,TalkTalk,LLU,20,6.52,6.61,6.49,0.8,1,0.8,40.62,0,40.08,0,2.1,1.29,2.58,1.39,30.56,0,31.08,0,770.16,776.02,1.55,0.15,,,,,,,,
3137,1635-1992,,Urban,3,Tiscali,DSL,20,5.08,5.14,5.08,0.56,1,0.57,24.97,0,25.82,0,1.56,0.54,,,21.34,0,21.82,0,846.89,870.22,1.23,0.15,,,,,,,,
3163,763-946,582-946,Urban,2,Orange,DSL,20,16.1,16.79,15.92,1.06,1,1.06,,,,,0.78,0.59,0.97,1.07,21.35,0,21.85,0,,,0.82,0.04,,,,,,,,
